Sexo;Edad;Provincias;Periodo;Total
Mujeres;4 años;Total Nacional;1 de enero de 1989;228.884
Mujeres;4 años;Total Nacional;1 de enero de 1988;234.054
Mujeres;4 años;Total Nacional;1 de enero de 1987;248.424
Mujeres;4 años;Total Nacional;1 de enero de 1986;262.860
Mujeres;4 años;Total Nacional;1 de enero de 1985;276.771
Mujeres;4 años;Total Nacional;1 de enero de 1984;287.299
Mujeres;4 años;Total Nacional;1 de enero de 1983;300.734
Mujeres;4 años;Total Nacional;1 de enero de 1982;309.053
Mujeres;4 años;Total Nacional;1 de enero de 1981;319.175
Mujeres;4 años;Total Nacional;1 de enero de 1980;321.281
Mujeres;5 años;Total Nacional;1 de enero de 2020;216.441
Mujeres;5 años;Total Nacional;1 de enero de 2019;212.218
Mujeres;5 años;Total Nacional;1 de enero de 2018;221.885
Mujeres;5 años;Total Nacional;1 de enero de 2017;229.596
Mujeres;5 años;Total Nacional;1 de enero de 2016;231.893
Mujeres;5 años;Total Nacional;1 de enero de 2015;236.444
Mujeres;5 años;Total Nacional;1 de enero de 2014;250.259
Mujeres;5 años;Total Nacional;1 de enero de 2013;242.495
Mujeres;5 años;Total Nacional;1 de enero de 2012;241.383
Mujeres;5 años;Total Nacional;1 de enero de 2011;236.650
Mujeres;5 años;Total Nacional;1 de enero de 2010;232.972
Mujeres;5 años;Total Nacional;1 de enero de 2009;229.572
Mujeres;5 años;Total Nacional;1 de enero de 2008;218.059
Mujeres;5 años;Total Nacional;1 de enero de 2007;214.720
Mujeres;5 años;Total Nacional;1 de enero de 2006;206.910
Mujeres;5 años;Total Nacional;1 de enero de 2005;198.801
Mujeres;5 años;Total Nacional;1 de enero de 2004;189.433
Mujeres;5 años;Total Nacional;1 de enero de 2003;184.900
Mujeres;5 años;Total Nacional;1 de enero de 2002;178.500
Mujeres;5 años;Total Nacional;1 de enero de 2001;178.871
Mujeres;5 años;Total Nacional;1 de enero de 2000;180.659
Mujeres;5 años;Total Nacional;1 de enero de 1999;188.025
Mujeres;5 años;Total Nacional;1 de enero de 1998;194.866
Mujeres;5 años;Total Nacional;1 de enero de 1997;192.297
Mujeres;5 años;Total Nacional;1 de enero de 1996;194.008
Mujeres;5 años;Total Nacional;1 de enero de 1995;196.714
Mujeres;5 años;Total Nacional;1 de enero de 1994;196.850
Mujeres;5 años;Total Nacional;1 de enero de 1993;202.223
Mujeres;5 años;Total Nacional;1 de enero de 1992;207.125
Mujeres;5 años;Total Nacional;1 de enero de 1991;216.158
Mujeres;5 años;Total Nacional;1 de enero de 1990;229.673
Mujeres;5 años;Total Nacional;1 de enero de 1989;234.635
Mujeres;5 años;Total Nacional;1 de enero de 1988;249.280
Mujeres;5 años;Total Nacional;1 de enero de 1987;262.641
Mujeres;5 años;Total Nacional;1 de enero de 1986;276.778
Mujeres;5 años;Total Nacional;1 de enero de 1985;287.822
Mujeres;5 años;Total Nacional;1 de enero de 1984;301.522
Mujeres;5 años;Total Nacional;1 de enero de 1983;309.473
Mujeres;5 años;Total Nacional;1 de enero de 1982;319.714
Mujeres;5 años;Total Nacional;1 de enero de 1981;322.099
Mujeres;5 años;Total Nacional;1 de enero de 1980;323.472
Mujeres;6 años;Total Nacional;1 de enero de 2020;214.744
Mujeres;6 años;Total Nacional;1 de enero de 2019;223.746
Mujeres;6 años;Total Nacional;1 de enero de 2018;230.456
Mujeres;6 años;Total Nacional;1 de enero de 2017;232.209
Mujeres;6 años;Total Nacional;1 de enero de 2016;236.287
Mujeres;6 años;Total Nacional;1 de enero de 2015;249.605
Mujeres;6 años;Total Nacional;1 de enero de 2014;241.600
Mujeres;6 años;Total Nacional;1 de enero de 2013;240.755
Mujeres;6 años;Total Nacional;1 de enero de 2012;237.047
Mujeres;6 años;Total Nacional;1 de enero de 2011;233.350
Mujeres;6 años;Total Nacional;1 de enero de 2010;230.228
Mujeres;6 años;Total Nacional;1 de enero de 2009;219.844
Mujeres;6 años;Total Nacional;1 de enero de 2008;217.736
Mujeres;6 años;Total Nacional;1 de enero de 2007;210.193
Mujeres;6 años;Total Nacional;1 de enero de 2006;201.868
Mujeres;6 años;Total Nacional;1 de enero de 2005;192.261
Mujeres;6 años;Total Nacional;1 de enero de 2004;188.995
Mujeres;6 años;Total Nacional;1 de enero de 2003;183.083
Mujeres;6 años;Total Nacional;1 de enero de 2002;180.309
Mujeres;6 años;Total Nacional;1 de enero de 2001;181.145
Mujeres;6 años;Total Nacional;1 de enero de 2000;188.513
Mujeres;6 años;Total Nacional;1 de enero de 1999;195.581
Mujeres;6 años;Total Nacional;1 de enero de 1998;193.019
Mujeres;6 años;Total Nacional;1 de enero de 1997;195.037
Mujeres;6 años;Total Nacional;1 de enero de 1996;197.822
Mujeres;6 años;Total Nacional;1 de enero de 1995;198.179
Mujeres;6 años;Total Nacional;1 de enero de 1994;203.234
Mujeres;6 años;Total Nacional;1 de enero de 1993;208.223
Mujeres;6 años;Total Nacional;1 de enero de 1992;217.040
Mujeres;6 años;Total Nacional;1 de enero de 1991;230.458
Mujeres;6 años;Total Nacional;1 de enero de 1990;235.214
Mujeres;6 años;Total Nacional;1 de enero de 1989;250.127
Mujeres;6 años;Total Nacional;1 de enero de 1988;262.434
Mujeres;6 años;Total Nacional;1 de enero de 1987;276.784
Mujeres;6 años;Total Nacional;1 de enero de 1986;288.348
Mujeres;6 años;Total Nacional;1 de enero de 1985;302.324
Mujeres;6 años;Total Nacional;1 de enero de 1984;309.882
Mujeres;6 años;Total Nacional;1 de enero de 1983;320.535
Mujeres;6 años;Total Nacional;1 de enero de 1982;322.824
Mujeres;6 años;Total Nacional;1 de enero de 1981;322.234
Mujeres;6 años;Total Nacional;1 de enero de 1980;318.491
Mujeres;7 años;Total Nacional;1 de enero de 2020;226.156
Mujeres;7 años;Total Nacional;1 de enero de 2019;232.074
Mujeres;7 años;Total Nacional;1 de enero de 2018;232.880
Mujeres;7 años;Total Nacional;1 de enero de 2017;236.520
Mujeres;7 años;Total Nacional;1 de enero de 2016;249.361
Mujeres;7 años;Total Nacional;1 de enero de 2015;241.219
Mujeres;7 años;Total Nacional;1 de enero de 2014;239.903
Mujeres;7 años;Total Nacional;1 de enero de 2013;236.681
Mujeres;7 años;Total Nacional;1 de enero de 2012;233.681
Mujeres;7 años;Total Nacional;1 de enero de 2011;230.434
Mujeres;7 años;Total Nacional;1 de enero de 2010;220.539
Mujeres;7 años;Total Nacional;1 de enero de 2009;219.278
Mujeres;7 años;Total Nacional;1 de enero de 2008;213.930
Mujeres;7 años;Total Nacional;1 de enero de 2007;205.403
Mujeres;7 años;Total Nacional;1 de enero de 2006;195.148
Mujeres;7 años;Total Nacional;1 de enero de 2005;191.999
Mujeres;7 años;Total Nacional;1 de enero de 2004;186.963
Mujeres;7 años;Total Nacional;1 de enero de 2003;184.361
Mujeres;7 años;Total Nacional;1 de enero de 2002;182.388
Mujeres;7 años;Total Nacional;1 de enero de 2001;188.991
Mujeres;7 años;Total Nacional;1 de enero de 2000;196.275
Mujeres;7 años;Total Nacional;1 de enero de 1999;193.741
Mujeres;7 años;Total Nacional;1 de enero de 1998;196.064
Mujeres;7 años;Total Nacional;1 de enero de 1997;198.928
Mujeres;7 años;Total Nacional;1 de enero de 1996;199.528
Mujeres;7 años;Total Nacional;1 de enero de 1995;204.251
Mujeres;7 años;Total Nacional;1 de enero de 1994;209.325
Mujeres;7 años;Total Nacional;1 de enero de 1993;218.150
Mujeres;7 años;Total Nacional;1 de enero de 1992;231.086
Mujeres;7 años;Total Nacional;1 de enero de 1991;235.790
Mujeres;7 años;Total Nacional;1 de enero de 1990;250.969
Mujeres;7 años;Total Nacional;1 de enero de 1989;262.236
Mujeres;7 años;Total Nacional;1 de enero de 1988;276.807
Mujeres;7 años;Total Nacional;1 de enero de 1987;288.878
Mujeres;7 años;Total Nacional;1 de enero de 1986;303.138
Mujeres;7 años;Total Nacional;1 de enero de 1985;310.318
Mujeres;7 años;Total Nacional;1 de enero de 1984;321.374
Mujeres;7 años;Total Nacional;1 de enero de 1983;323.545
Mujeres;7 años;Total Nacional;1 de enero de 1982;322.592
Mujeres;7 años;Total Nacional;1 de enero de 1981;318.173
Mujeres;7 años;Total Nacional;1 de enero de 1980;322.535
Mujeres;8 años;Total Nacional;1 de enero de 2020;234.498
Mujeres;8 años;Total Nacional;1 de enero de 2019;234.469
Mujeres;8 años;Total Nacional;1 de enero de 2018;237.417
Mujeres;8 años;Total Nacional;1 de enero de 2017;249.715
Mujeres;8 años;Total Nacional;1 de enero de 2016;241.123
Mujeres;8 años;Total Nacional;1 de enero de 2015;239.646
Mujeres;8 años;Total Nacional;1 de enero de 2014;235.955
Mujeres;8 años;Total Nacional;1 de enero de 2013;233.385
Mujeres;8 años;Total Nacional;1 de enero de 2012;230.865
Mujeres;8 años;Total Nacional;1 de enero de 2011;220.970
Mujeres;8 años;Total Nacional;1 de enero de 2010;219.797
Mujeres;8 años;Total Nacional;1 de enero de 2009;216.202
Mujeres;8 años;Total Nacional;1 de enero de 2008;209.330
Mujeres;8 años;Total Nacional;1 de enero de 2007;198.461
Mujeres;8 años;Total Nacional;1 de enero de 2006;195.174
Mujeres;8 años;Total Nacional;1 de enero de 2005;189.834
Mujeres;8 años;Total Nacional;1 de enero de 2004;187.893
Mujeres;8 años;Total Nacional;1 de enero de 2003;186.366
Mujeres;8 años;Total Nacional;1 de enero de 2002;190.226
Mujeres;8 años;Total Nacional;1 de enero de 2001;196.969
Mujeres;8 años;Total Nacional;1 de enero de 2000;194.475
Mujeres;8 años;Total Nacional;1 de enero de 1999;197.104
Mujeres;8 años;Total Nacional;1 de enero de 1998;200.039
Mujeres;8 años;Total Nacional;1 de enero de 1997;200.869
Mujeres;8 años;Total Nacional;1 de enero de 1996;205.275
Mujeres;8 años;Total Nacional;1 de enero de 1995;210.431
Mujeres;8 años;Total Nacional;1 de enero de 1994;219.267
Mujeres;8 años;Total Nacional;1 de enero de 1993;231.704
Mujeres;8 años;Total Nacional;1 de enero de 1992;236.763
Mujeres;8 años;Total Nacional;1 de enero de 1991;251.822
Mujeres;8 años;Total Nacional;1 de enero de 1990;262.033
Mujeres;8 años;Total Nacional;1 de enero de 1989;276.835
Mujeres;8 años;Total Nacional;1 de enero de 1988;289.427
Mujeres;8 años;Total Nacional;1 de enero de 1987;303.939
Mujeres;8 años;Total Nacional;1 de enero de 1986;310.747
Mujeres;8 años;Total Nacional;1 de enero de 1985;322.211
Mujeres;8 años;Total Nacional;1 de enero de 1984;324.264
Mujeres;8 años;Total Nacional;1 de enero de 1983;323.268
Mujeres;8 años;Total Nacional;1 de enero de 1982;318.657
Mujeres;8 años;Total Nacional;1 de enero de 1981;322.903
Mujeres;8 años;Total Nacional;1 de enero de 1980;317.615
Mujeres;9 años;Total Nacional;1 de enero de 2020;236.955
Mujeres;9 años;Total Nacional;1 de enero de 2019;238.911
Mujeres;9 años;Total Nacional;1 de enero de 2018;250.470
Mujeres;9 años;Total Nacional;1 de enero de 2017;241.495
Mujeres;9 años;Total Nacional;1 de enero de 2016;239.705
Mujeres;9 años;Total Nacional;1 de enero de 2015;235.774
Mujeres;9 años;Total Nacional;1 de enero de 2014;232.828
Mujeres;9 años;Total Nacional;1 de enero de 2013;230.734
Mujeres;9 años;Total Nacional;1 de enero de 2012;221.291
Mujeres;9 años;Total Nacional;1 de enero de 2011;220.005
Mujeres;9 años;Total Nacional;1 de enero de 2010;217.175
Mujeres;9 años;Total Nacional;1 de enero de 2009;211.949
Mujeres;9 años;Total Nacional;1 de enero de 2008;202.171
Mujeres;9 años;Total Nacional;1 de enero de 2007;198.859
Mujeres;9 años;Total Nacional;1 de enero de 2006;193.042
Mujeres;9 años;Total Nacional;1 de enero de 2005;190.568
Mujeres;9 años;Total Nacional;1 de enero de 2004;189.926
Mujeres;9 años;Total Nacional;1 de enero de 2003;194.233
Mujeres;9 años;Total Nacional;1 de enero de 2002;198.401
Mujeres;9 años;Total Nacional;1 de enero de 2001;195.208
Mujeres;9 años;Total Nacional;1 de enero de 2000;198.144
Mujeres;9 años;Total Nacional;1 de enero de 1999;201.147
Mujeres;9 años;Total Nacional;1 de enero de 1998;202.215
Mujeres;9 años;Total Nacional;1 de enero de 1997;206.302
Mujeres;9 años;Total Nacional;1 de enero de 1996;211.531
Mujeres;9 años;Total Nacional;1 de enero de 1995;220.381
Mujeres;9 años;Total Nacional;1 de enero de 1994;232.315
Mujeres;9 años;Total Nacional;1 de enero de 1993;237.803
Mujeres;9 años;Total Nacional;1 de enero de 1992;252.889
Mujeres;9 años;Total Nacional;1 de enero de 1991;261.847
Mujeres;9 años;Total Nacional;1 de enero de 1990;276.863
Mujeres;9 años;Total Nacional;1 de enero de 1989;289.982
Mujeres;9 años;Total Nacional;1 de enero de 1988;304.750
Mujeres;9 años;Total Nacional;1 de enero de 1987;311.185
Mujeres;9 años;Total Nacional;1 de enero de 1986;323.033
Mujeres;9 años;Total Nacional;1 de enero de 1985;324.990
Mujeres;9 años;Total Nacional;1 de enero de 1984;323.946
Mujeres;9 años;Total Nacional;1 de enero de 1983;319.303
Mujeres;9 años;Total Nacional;1 de enero de 1982;323.235
Mujeres;9 años;Total Nacional;1 de enero de 1981;317.508
Mujeres;9 años;Total Nacional;1 de enero de 1980;318.678
Mujeres;10 años;Total Nacional;1 de enero de 2020;241.128
Mujeres;10 años;Total Nacional;1 de enero de 2019;251.975
Mujeres;10 años;Total Nacional;1 de enero de 2018;242.352
Mujeres;10 años;Total Nacional;1 de enero de 2017;240.179
Mujeres;10 años;Total Nacional;1 de enero de 2016;235.953
Mujeres;10 años;Total Nacional;1 de enero de 2015;232.809
Mujeres;10 años;Total Nacional;1 de enero de 2014;230.150
Mujeres;10 años;Total Nacional;1 de enero de 2013;221.035
Mujeres;10 años;Total Nacional;1 de enero de 2012;220.249
Mujeres;10 años;Total Nacional;1 de enero de 2011;217.956
Mujeres;10 años;Total Nacional;1 de enero de 2010;213.152
Mujeres;10 años;Total Nacional;1 de enero de 2009;204.642
Mujeres;10 años;Total Nacional;1 de enero de 2008;202.915
Mujeres;10 años;Total Nacional;1 de enero de 2007;196.791
Mujeres;10 años;Total Nacional;1 de enero de 2006;193.502
Mujeres;10 años;Total Nacional;1 de enero de 2005;192.686
Mujeres;10 años;Total Nacional;1 de enero de 2004;197.821
Mujeres;10 años;Total Nacional;1 de enero de 2003;202.399
Mujeres;10 años;Total Nacional;1 de enero de 2002;196.628
Mujeres;10 años;Total Nacional;1 de enero de 2001;199.179
Mujeres;10 años;Total Nacional;1 de enero de 2000;202.253
Mujeres;10 años;Total Nacional;1 de enero de 1999;203.558
Mujeres;10 años;Total Nacional;1 de enero de 1998;207.321
Mujeres;10 años;Total Nacional;1 de enero de 1997;212.642
Mujeres;10 años;Total Nacional;1 de enero de 1996;221.497
Mujeres;10 años;Total Nacional;1 de enero de 1995;232.926
Mujeres;10 años;Total Nacional;1 de enero de 1994;238.853
Mujeres;10 años;Total Nacional;1 de enero de 1993;253.997
Mujeres;10 años;Total Nacional;1 de enero de 1992;263.114
Mujeres;10 años;Total Nacional;1 de enero de 1991;276.887
Mujeres;10 años;Total Nacional;1 de enero de 1990;290.522
Mujeres;10 años;Total Nacional;1 de enero de 1989;305.561
Mujeres;10 años;Total Nacional;1 de enero de 1988;311.634
Mujeres;10 años;Total Nacional;1 de enero de 1987;323.865
Mujeres;10 años;Total Nacional;1 de enero de 1986;325.723
Mujeres;10 años;Total Nacional;1 de enero de 1985;324.623
Mujeres;10 años;Total Nacional;1 de enero de 1984;319.961
Mujeres;10 años;Total Nacional;1 de enero de 1983;323.573
Mujeres;10 años;Total Nacional;1 de enero de 1982;317.803
Mujeres;10 años;Total Nacional;1 de enero de 1981;319.619
Mujeres;10 años;Total Nacional;1 de enero de 1980;316.043
Mujeres;11 años;Total Nacional;1 de enero de 2020;254.172
Mujeres;11 años;Total Nacional;1 de enero de 2019;243.752
Mujeres;11 años;Total Nacional;1 de enero de 2018;241.037
Mujeres;11 años;Total Nacional;1 de enero de 2017;236.627
Mujeres;11 años;Total Nacional;1 de enero de 2016;232.809
Mujeres;11 años;Total Nacional;1 de enero de 2015;229.798
Mujeres;11 años;Total Nacional;1 de enero de 2014;220.517
Mujeres;11 años;Total Nacional;1 de enero de 2013;220.010
Mujeres;11 años;Total Nacional;1 de enero de 2012;218.466
Mujeres;11 años;Total Nacional;1 de enero de 2011;213.907
Mujeres;11 años;Total Nacional;1 de enero de 2010;205.700
Mujeres;11 años;Total Nacional;1 de enero de 2009;205.916
Mujeres;11 años;Total Nacional;1 de enero de 2008;200.920
Mujeres;11 años;Total Nacional;1 de enero de 2007;196.805
Mujeres;11 años;Total Nacional;1 de enero de 2006;195.598
Mujeres;11 años;Total Nacional;1 de enero de 2005;200.535
Mujeres;11 años;Total Nacional;1 de enero de 2004;206.020
Mujeres;11 años;Total Nacional;1 de enero de 2003;200.560
Mujeres;11 años;Total Nacional;1 de enero de 2002;200.818
Mujeres;11 años;Total Nacional;1 de enero de 2001;203.371
Mujeres;11 años;Total Nacional;1 de enero de 2000;204.900
Mujeres;11 años;Total Nacional;1 de enero de 1999;208.342
Mujeres;11 años;Total Nacional;1 de enero de 1998;213.752
Mujeres;11 años;Total Nacional;1 de enero de 1997;222.613
Mujeres;11 años;Total Nacional;1 de enero de 1996;233.534
Mujeres;11 años;Total Nacional;1 de enero de 1995;239.904
Mujeres;11 años;Total Nacional;1 de enero de 1994;255.115
Mujeres;11 años;Total Nacional;1 de enero de 1993;264.682
Mujeres;11 años;Total Nacional;1 de enero de 1992;278.457
Mujeres;11 años;Total Nacional;1 de enero de 1991;291.082
Mujeres;11 años;Total Nacional;1 de enero de 1990;306.386
Mujeres;11 años;Total Nacional;1 de enero de 1989;312.073
Mujeres;11 años;Total Nacional;1 de enero de 1988;324.726
Mujeres;11 años;Total Nacional;1 de enero de 1987;326.460
Mujeres;11 años;Total Nacional;1 de enero de 1986;325.303
Mujeres;11 años;Total Nacional;1 de enero de 1985;320.631
Mujeres;11 años;Total Nacional;1 de enero de 1984;323.909
Mujeres;11 años;Total Nacional;1 de enero de 1983;318.183
Mujeres;11 años;Total Nacional;1 de enero de 1982;319.794
Mujeres;11 años;Total Nacional;1 de enero de 1981;317.211
Mujeres;11 años;Total Nacional;1 de enero de 1980;316.751
Mujeres;12 años;Total Nacional;1 de enero de 2020;245.737
Mujeres;12 años;Total Nacional;1 de enero de 2019;242.465
Mujeres;12 años;Total Nacional;1 de enero de 2018;237.508
Mujeres;12 años;Total Nacional;1 de enero de 2017;233.394
Mujeres;12 años;Total Nacional;1 de enero de 2016;230.008
Mujeres;12 años;Total Nacional;1 de enero de 2015;220.523
Mujeres;12 años;Total Nacional;1 de enero de 2014;219.629
Mujeres;12 años;Total Nacional;1 de enero de 2013;218.262
Mujeres;12 años;Total Nacional;1 de enero de 2012;214.567
Mujeres;12 años;Total Nacional;1 de enero de 2011;206.303
Mujeres;12 años;Total Nacional;1 de enero de 2010;207.298
Mujeres;12 años;Total Nacional;1 de enero de 2009;203.923
Mujeres;12 años;Total Nacional;1 de enero de 2008;200.661
Mujeres;12 años;Total Nacional;1 de enero de 2007;198.796
Mujeres;12 años;Total Nacional;1 de enero de 2006;203.451
Mujeres;12 años;Total Nacional;1 de enero de 2005;208.721
Mujeres;12 años;Total Nacional;1 de enero de 2004;204.217
Mujeres;12 años;Total Nacional;1 de enero de 2003;204.639
Mujeres;12 años;Total Nacional;1 de enero de 2002;205.087
Mujeres;12 años;Total Nacional;1 de enero de 2001;206.247
Mujeres;12 años;Total Nacional;1 de enero de 2000;209.362
Mujeres;12 años;Total Nacional;1 de enero de 1999;214.853
Mujeres;12 años;Total Nacional;1 de enero de 1998;223.724
Mujeres;12 años;Total Nacional;1 de enero de 1997;234.142
Mujeres;12 años;Total Nacional;1 de enero de 1996;240.961
Mujeres;12 años;Total Nacional;1 de enero de 1995;256.235
Mujeres;12 años;Total Nacional;1 de enero de 1994;266.253
Mujeres;12 años;Total Nacional;1 de enero de 1993;280.334
Mujeres;12 años;Total Nacional;1 de enero de 1992;292.557
Mujeres;12 años;Total Nacional;1 de enero de 1991;307.194
Mujeres;12 años;Total Nacional;1 de enero de 1990;312.519
Mujeres;12 años;Total Nacional;1 de enero de 1989;325.570
Mujeres;12 años;Total Nacional;1 de enero de 1988;327.193
Mujeres;12 años;Total Nacional;1 de enero de 1987;325.984
Mujeres;12 años;Total Nacional;1 de enero de 1986;321.291
Mujeres;12 años;Total Nacional;1 de enero de 1985;324.223
Mujeres;12 años;Total Nacional;1 de enero de 1984;318.566
Mujeres;12 años;Total Nacional;1 de enero de 1983;319.806
Mujeres;12 años;Total Nacional;1 de enero de 1982;317.331
Mujeres;12 años;Total Nacional;1 de enero de 1981;317.688
Mujeres;12 años;Total Nacional;1 de enero de 1980;324.580
Mujeres;13 años;Total Nacional;1 de enero de 2020;244.621
Mujeres;13 años;Total Nacional;1 de enero de 2019;238.969
Mujeres;13 años;Total Nacional;1 de enero de 2018;234.472
Mujeres;13 años;Total Nacional;1 de enero de 2017;230.706
Mujeres;13 años;Total Nacional;1 de enero de 2016;220.902
Mujeres;13 años;Total Nacional;1 de enero de 2015;219.669
Mujeres;13 años;Total Nacional;1 de enero de 2014;217.723
Mujeres;13 años;Total Nacional;1 de enero de 2013;214.528
Mujeres;13 años;Total Nacional;1 de enero de 2012;206.996
Mujeres;13 años;Total Nacional;1 de enero de 2011;208.391
Mujeres;13 años;Total Nacional;1 de enero de 2010;205.316
Mujeres;13 años;Total Nacional;1 de enero de 2009;203.288
Mujeres;13 años;Total Nacional;1 de enero de 2008;202.577
Mujeres;13 años;Total Nacional;1 de enero de 2007;206.685
Mujeres;13 años;Total Nacional;1 de enero de 2006;211.538
Mujeres;13 años;Total Nacional;1 de enero de 2005;206.983
Mujeres;13 años;Total Nacional;1 de enero de 2004;208.090
Mujeres;13 años;Total Nacional;1 de enero de 2003;208.978
Mujeres;13 años;Total Nacional;1 de enero de 2002;208.209
Mujeres;13 años;Total Nacional;1 de enero de 2001;210.378
Mujeres;13 años;Total Nacional;1 de enero de 2000;215.972
Mujeres;13 años;Total Nacional;1 de enero de 1999;224.849
Mujeres;13 años;Total Nacional;1 de enero de 1998;234.749
Mujeres;13 años;Total Nacional;1 de enero de 1997;242.018
Mujeres;13 años;Total Nacional;1 de enero de 1996;257.335
Mujeres;13 años;Total Nacional;1 de enero de 1995;267.807
Mujeres;13 años;Total Nacional;1 de enero de 1994;282.213
Mujeres;13 años;Total Nacional;1 de enero de 1993;294.206
Mujeres;13 años;Total Nacional;1 de enero de 1992;308.848
Mujeres;13 años;Total Nacional;1 de enero de 1991;312.944
Mujeres;13 años;Total Nacional;1 de enero de 1990;326.404
Mujeres;13 años;Total Nacional;1 de enero de 1989;327.935
Mujeres;13 años;Total Nacional;1 de enero de 1988;326.669
Mujeres;13 años;Total Nacional;1 de enero de 1987;321.942
Mujeres;13 años;Total Nacional;1 de enero de 1986;324.557
Mujeres;13 años;Total Nacional;1 de enero de 1985;318.951
Mujeres;13 años;Total Nacional;1 de enero de 1984;319.820
Mujeres;13 años;Total Nacional;1 de enero de 1983;317.234
Mujeres;13 años;Total Nacional;1 de enero de 1982;317.639
Mujeres;13 años;Total Nacional;1 de enero de 1981;325.273
Mujeres;13 años;Total Nacional;1 de enero de 1980;327.998
Mujeres;14 años;Total Nacional;1 de enero de 2020;240.997
Mujeres;14 años;Total Nacional;1 de enero de 2019;236.145
Mujeres;14 años;Total Nacional;1 de enero de 2018;231.843
Mujeres;14 años;Total Nacional;1 de enero de 2017;221.630
Mujeres;14 años;Total Nacional;1 de enero de 2016;220.161
Mujeres;14 años;Total Nacional;1 de enero de 2015;217.726
Mujeres;14 años;Total Nacional;1 de enero de 2014;214.199
Mujeres;14 años;Total Nacional;1 de enero de 2013;206.769
Mujeres;14 años;Total Nacional;1 de enero de 2012;209.240
Mujeres;14 años;Total Nacional;1 de enero de 2011;206.318
Mujeres;14 años;Total Nacional;1 de enero de 2010;204.392
Mujeres;14 años;Total Nacional;1 de enero de 2009;205.145
Mujeres;14 años;Total Nacional;1 de enero de 2008;210.498
Mujeres;14 años;Total Nacional;1 de enero de 2007;214.695
Mujeres;14 años;Total Nacional;1 de enero de 2006;209.789
Mujeres;14 años;Total Nacional;1 de enero de 2005;210.703
Mujeres;14 años;Total Nacional;1 de enero de 2004;212.474
Mujeres;14 años;Total Nacional;1 de enero de 2003;212.281
Mujeres;14 años;Total Nacional;1 de enero de 2002;211.980
Mujeres;14 años;Total Nacional;1 de enero de 2001;217.082
Mujeres;14 años;Total Nacional;1 de enero de 2000;225.966
Mujeres;14 años;Total Nacional;1 de enero de 1999;235.356
Mujeres;14 años;Total Nacional;1 de enero de 1998;243.066
Mujeres;14 años;Total Nacional;1 de enero de 1997;258.446
Mujeres;14 años;Total Nacional;1 de enero de 1996;269.371
Mujeres;14 años;Total Nacional;1 de enero de 1995;284.079
Mujeres;14 años;Total Nacional;1 de enero de 1994;295.875
Mujeres;14 años;Total Nacional;1 de enero de 1993;310.675
Mujeres;14 años;Total Nacional;1 de enero de 1992;314.655
Mujeres;14 años;Total Nacional;1 de enero de 1991;327.222
Mujeres;14 años;Total Nacional;1 de enero de 1990;328.661
Mujeres;14 años;Total Nacional;1 de enero de 1989;327.353
Mujeres;14 años;Total Nacional;1 de enero de 1988;322.593
Mujeres;14 años;Total Nacional;1 de enero de 1987;324.874
Mujeres;14 años;Total Nacional;1 de enero de 1986;319.320
Mujeres;14 años;Total Nacional;1 de enero de 1985;319.831
Mujeres;14 años;Total Nacional;1 de enero de 1984;317.152
Mujeres;14 años;Total Nacional;1 de enero de 1983;317.381
Mujeres;14 años;Total Nacional;1 de enero de 1982;324.966
Mujeres;14 años;Total Nacional;1 de enero de 1981;329.378
Mujeres;14 años;Total Nacional;1 de enero de 1980;325.005
Mujeres;15 años;Total Nacional;1 de enero de 2020;238.449
Mujeres;15 años;Total Nacional;1 de enero de 2019;233.508
Mujeres;15 años;Total Nacional;1 de enero de 2018;222.757
Mujeres;15 años;Total Nacional;1 de enero de 2017;221.068
Mujeres;15 años;Total Nacional;1 de enero de 2016;218.185
Mujeres;15 años;Total Nacional;1 de enero de 2015;214.277
Mujeres;15 años;Total Nacional;1 de enero de 2014;206.358
Mujeres;15 años;Total Nacional;1 de enero de 2013;209.264
Mujeres;15 años;Total Nacional;1 de enero de 2012;207.356
Mujeres;15 años;Total Nacional;1 de enero de 2011;205.069
Mujeres;15 años;Total Nacional;1 de enero de 2010;206.335
Mujeres;15 años;Total Nacional;1 de enero de 2009;213.252
Mujeres;15 años;Total Nacional;1 de enero de 2008;218.323
Mujeres;15 años;Total Nacional;1 de enero de 2007;213.091
Mujeres;15 años;Total Nacional;1 de enero de 2006;213.564
Mujeres;15 años;Total Nacional;1 de enero de 2005;215.390
Mujeres;15 años;Total Nacional;1 de enero de 2004;216.151
Mujeres;15 años;Total Nacional;1 de enero de 2003;215.941
Mujeres;15 años;Total Nacional;1 de enero de 2002;218.814
Mujeres;15 años;Total Nacional;1 de enero de 2001;227.071
Mujeres;15 años;Total Nacional;1 de enero de 2000;235.952
Mujeres;15 años;Total Nacional;1 de enero de 1999;244.105
Mujeres;15 años;Total Nacional;1 de enero de 1998;259.542
Mujeres;15 años;Total Nacional;1 de enero de 1997;270.923
Mujeres;15 años;Total Nacional;1 de enero de 1996;285.933
Mujeres;15 años;Total Nacional;1 de enero de 1995;297.531
Mujeres;15 años;Total Nacional;1 de enero de 1994;312.486
Mujeres;15 años;Total Nacional;1 de enero de 1993;316.598
Mujeres;15 años;Total Nacional;1 de enero de 1992;328.777
Mujeres;15 años;Total Nacional;1 de enero de 1991;329.371
